date_exp,gpu_platform,BW,img_resolution,gpu_power,av_end2end_delay,av_gpu_delay,av_num_obj,AP1,powermeter_av,rapl_av,clocksp_av
2024-01-07 06:20:00,NVIDIA A100,100,59,290,11.86,48.64,11,0.55,105.3,40.72,3488
2024-01-07 06:25:00,NVIDIA A100,20,79,231,37.36,42.68,6,0.53,116.52,34.36,3323
2024-01-07 06:30:00,NVIDIA RTX 3090,10,71,58,10.07,24.23,3,0.82,101.84,53.79,2764
2024-01-07 06:35:00,NVIDIA A100,100,62,151,75.06,38.29,3,0.59,131.39,52.96,3197
2024-01-07 06:40:00,NVIDIA A100,20,94,170,40.81,43.3,14,0.86,47.68,52.33,2484
2024-01-07 06:45:00,NVIDIA A100,20,91,234,13.26,38.4,10,0.68,29.51,43.54,2460
2024-01-07 06:50:00,NVIDIA RTX 3090,10,54,290,7.26,8.48,5,0.99,75.18,8.15,3292
2024-01-07 06:55:00,NVIDIA RTX 3090,50,89,185,7.78,25.65,3,0.83,101.78,53.44,3612
2024-01-07 07:00:00,NVIDIA RTX 3090,10,86,174,96.53,35.37,8,0.91,96.16,48.87,2714
2024-01-07 07:05:00,NVIDIA RTX 3090,10,64,173,71.35,40.75,10,0.74,20.73,64.74,3136
2024-01-07 07:10:00,NVIDIA A100,100,87,97,75.68,48.74,7,0.93,17.3,43.15,3151
2024-01-07 07:15:00,NVIDIA RTX 3090,50,65,252,58.88,2.37,12,1.0,49.72,23.71,3765
2024-01-07 07:20:00,NVIDIA A100,20,95,209,10.22,40.47,5,0.9,137.57,35.09,3864
2024-01-07 07:25:00,NVIDIA A100,20,56,261,7.65,47.13,1,0.86,112.65,72.12,3042
2024-01-07 07:30:00,NVIDIA A100,10,96,126,23.44,5.41,4,0.6,121.15,52.91,2291
2024-01-07 07:35:00,NVIDIA A100,20,74,231,68.98,48.38,3,0.59,113.8,23.75,2653
2024-01-07 07:40:00,NVIDIA RTX 3090,20,54,278,104.17,32.76,2,0.84,58.28,48.52,2052
2024-01-07 07:45:00,NVIDIA RTX 3090,10,71,60,15.67,30.44,4,0.81,54.79,52.26,3151
2024-01-07 07:50:00,NVIDIA A100,50,64,156,61.93,31.57,5,0.7,112.91,15.5,2494
2024-01-07 07:55:00,NVIDIA A100,100,90,225,48.78,44.02,1,0.57,105.01,67.4,3484
2024-01-07 08:00:00,NVIDIA RTX 3090,10,81,115,10.89,3.63,6,0.71,70.3,50.76,2369
2024-01-07 08:05:00,NVIDIA A100,20,99,291,52.73,12.72,2,0.93,57.81,6.52,3992
2024-01-07 08:10:00,NVIDIA A100,100,79,133,15.81,21.56,5,0.71,124.46,8.77,3408
2024-01-07 08:15:00,NVIDIA RTX 3090,10,96,146,30.26,30.1,11,0.62,89.32,14.94,2048
2024-01-07 08:20:00,NVIDIA A100,10,94,123,89.63,48.51,7,0.89,89.91,22.1,2193
2024-01-07 08:25:00,NVIDIA RTX 3090,100,77,85,34.2,48.24,13,0.71,135.11,5.82,3207
2024-01-07 08:30:00,NVIDIA A100,10,75,185,1.02,40.17,12,0.54,54.55,47.95,2949
2024-01-07 08:35:00,NVIDIA RTX 3090,50,92,286,133.92,2.36,14,0.87,114.98,49.33,2429
2024-01-07 08:40:00,NVIDIA A100,100,98,82,81.33,32.29,11,0.94,73.09,18.47,3413
2024-01-07 08:45:00,NVIDIA RTX 3090,10,85,292,34.78,42.34,4,0.8,141.85,27.94,3597
2024-01-07 08:50:00,NVIDIA A100,50,67,190,95.68,9.82,12,0.53,115.18,5.69,2578
2024-01-07 08:55:00,NVIDIA A100,20,57,94,102.8,7.87,4,0.76,50.92,39.48,3501
2024-01-07 09:00:00,NVIDIA A100,100,96,268,19.33,21.4,6,0.82,130.18,78.22,3234
2024-01-07 09:05:00,NVIDIA RTX 3090,10,65,155,34.17,15.6,14,0.69,23.47,60.21,3192
2024-01-07 09:10:00,NVIDIA RTX 3090,20,67,164,46.41,11.19,4,0.64,34.03,53.04,3728
2024-01-07 09:15:00,NVIDIA A100,10,60,281,34.39,11.24,4,0.9,43.45,36.23,2364
2024-01-07 09:20:00,NVIDIA A100,10,73,78,47.42,44.52,3,0.86,104.18,55.68,2321
2024-01-07 09:25:00,NVIDIA RTX 3090,100,87,134,10.81,8.6,8,0.75,45.65,63.55,2484
2024-01-07 09:30:00,NVIDIA A100,10,55,193,17.9,8.97,13,0.72,80.36,55.6,3941
2024-01-07 09:35:00,NVIDIA A100,20,68,214,124.84,14.26,8,0.58,118.43,27.71,3602
2024-01-07 09:40:00,NVIDIA RTX 3090,20,83,81,15.31,3.88,13,0.53,27.81,59.11,2120
2024-01-07 09:45:00,NVIDIA A100,20,75,165,13.28,25.1,4,0.94,44.68,8.71,2449
2024-01-07 09:50:00,NVIDIA RTX 3090,50,61,246,5.94,2.61,4,0.77,103.61,24.4,2285
2024-01-07 09:55:00,NVIDIA RTX 3090,20,99,190,42.46,47.18,10,0.56,118.72,22.09,2696
2024-01-07 10:00:00,NVIDIA A100,10,76,159,79.12,15.13,13,0.9,70.88,35.64,2070
2024-01-07 10:05:00,NVIDIA A100,20,55,223,84.36,7.45,8,0.81,62.98,48.94,3508
2024-01-07 10:10:00,NVIDIA RTX 3090,10,94,297,44.31,29.57,10,0.94,93.18,73.51,2377
2024-01-07 10:15:00,NVIDIA A100,50,93,158,67.1,22.7,6,0.76,62.75,25.06,2914
2024-01-07 10:20:00,NVIDIA A100,50,96,267,126.23,6.24,7,0.58,47.79,26.93,3600
2024-01-07 10:25:00,NVIDIA RTX 3090,20,66,243,20.02,6.92,1,0.7,31.72,23.99,2672
2024-01-07 10:30:00,NVIDIA RTX 3090,10,80,179,37.31,34.71,9,0.78,24.59,32.3,3389
2024-01-07 10:35:00,NVIDIA A100,10,53,68,5.56,10.95,13,0.52,117.64,40.67,3786
2024-01-07 10:40:00,NVIDIA RTX 3090,100,90,220,95.08,49.57,12,0.81,126.46,76.11,2626
2024-01-07 10:45:00,NVIDIA A100,10,63,262,5.04,38.27,11,0.67,135.98,39.52,3180
2024-01-07 10:50:00,NVIDIA RTX 3090,10,65,189,32.98,36.17,10,0.57,67.68,28.27,3863
2024-01-07 10:55:00,NVIDIA A100,10,77,247,22.76,8.7,2,0.61,108.74,16.06,3262
2024-01-07 11:00:00,NVIDIA RTX 3090,20,80,252,7.15,23.32,14,0.79,133.05,19.32,2327
2024-01-07 11:05:00,NVIDIA RTX 3090,10,50,270,133.2,37.56,10,0.92,75.35,15.33,2089
2024-01-07 11:10:00,NVIDIA A100,50,61,230,51.72,23.06,7,0.61,101.46,8.58,2786
2024-01-07 11:15:00,NVIDIA RTX 3090,20,55,184,0.89,30.13,1,0.7,45.08,31.34,3489
2024-01-07 11:20:00,NVIDIA RTX 3090,50,85,158,1.28,33.34,2,0.75,38.79,51.62,3123
2024-01-07 11:25:00,NVIDIA RTX 3090,20,95,223,57.37,9.4,14,0.55,121.36,6.09,3201
2024-01-07 11:30:00,NVIDIA A100,100,94,147,2.34,2.97,8,0.51,124.61,34.47,3368
2024-01-07 11:35:00,NVIDIA RTX 3090,10,56,97,24.09,35.37,10,0.55,26.16,46.82,2586
2024-01-07 11:40:00,NVIDIA A100,50,84,100,65.37,45.03,1,0.86,89.57,32.77,3007
2024-01-07 11:45:00,NVIDIA RTX 3090,50,50,73,26.49,48.83,14,0.69,11.46,25.58,3744
2024-01-07 11:50:00,NVIDIA RTX 3090,20,60,124,38.5,8.95,14,0.72,131.51,62.98,2747
2024-01-07 11:55:00,NVIDIA A100,50,60,266,59.92,28.71,1,0.96,99.03,22.28,2520
2024-01-07 12:00:00,NVIDIA A100,50,95,175,15.45,36.53,13,0.96,60.61,44.17,2116
2024-01-07 12:05:00,NVIDIA RTX 3090,100,67,102,39.97,2.0,1,0.85,44.16,66.22,2945
2024-01-07 12:10:00,NVIDIA RTX 3090,20,61,258,36.44,31.04,13,0.83,113.34,23.86,3468
2024-01-07 12:15:00,NVIDIA A100,100,71,171,2.27,48.1,1,0.99,84.41,9.25,2291
2024-01-07 12:20:00,NVIDIA A100,50,96,96,16.39,2.47,11,0.92,123.68,60.69,2190
2024-01-07 12:25:00,NVIDIA RTX 3090,100,59,239,11.29,42.41,12,0.89,65.69,22.88,3233
2024-01-07 12:30:00,NVIDIA A100,20,91,152,17.52,40.68,14,0.52,114.54,57.84,2585
2024-01-07 12:35:00,NVIDIA A100,100,81,61,24.9,36.65,7,0.58,125.75,52.88,2883
2024-01-07 12:40:00,NVIDIA RTX 3090,20,89,236,54.01,34.46,4,0.77,52.5,21.9,3025
2024-01-07 12:45:00,NVIDIA A100,10,61,112,45.93,1.43,11,0.55,133.45,25.64,2236
2024-01-07 12:50:00,NVIDIA A100,50,88,100,6.25,7.43,8,0.91,41.17,41.71,2139
2024-01-07 12:55:00,NVIDIA RTX 3090,50,60,96,125.94,9.06,14,0.83,22.05,76.73,2878
2024-01-07 13:00:00,NVIDIA A100,50,78,82,36.83,10.06,14,0.82,29.22,66.68,2871
2024-01-07 13:05:00,NVIDIA RTX 3090,100,94,188,59.49,30.11,5,0.92,32.71,9.77,3358
2024-01-07 13:10:00,NVIDIA RTX 3090,10,76,155,177.71,7.14,3,0.97,109.6,47.55,2727
2024-01-07 13:15:00,NVIDIA A100,20,63,257,33.41,32.99,5,0.75,115.67,49.36,3688
2024-01-07 13:20:00,NVIDIA RTX 3090,100,91,273,24.37,42.03,7,0.51,35.89,33.2,2788
2024-01-07 13:25:00,NVIDIA RTX 3090,50,82,214,17.5,47.98,6,0.65,113.04,44.16,2373
2024-01-07 13:30:00,NVIDIA A100,50,74,59,45.9,33.29,10,0.7,79.1,42.59,2074
2024-01-07 13:35:00,NVIDIA RTX 3090,20,72,205,27.78,17.45,11,0.89,53.92,18.73,2208
2024-01-07 13:40:00,NVIDIA RTX 3090,20,66,100,53.26,19.53,8,0.9,87.02,22.66,3560
2024-01-07 13:45:00,NVIDIA RTX 3090,50,56,272,103.76,49.08,5,0.52,42.17,76.07,3609
2024-01-07 13:50:00,NVIDIA RTX 3090,100,50,192,31.74,1.97,3,0.69,146.06,9.76,2382
2024-01-07 13:55:00,NVIDIA A100,10,73,294,57.23,18.45,7,0.62,33.35,12.7,3987
2024-01-07 14:00:00,NVIDIA A100,20,92,85,84.03,29.58,13,0.55,72.28,5.49,3616
2024-01-07 14:05:00,NVIDIA A100,100,87,157,66.98,23.44,2,0.75,122.97,8.51,2023
2024-01-07 14:10:00,NVIDIA A100,50,53,210,281.27,14.12,14,0.86,110.24,14.67,2353
2024-01-07 14:15:00,NVIDIA A100,50,81,172,11.72,34.94,12,0.98,71.09,45.5,2492
2024-01-07 14:20:00,NVIDIA RTX 3090,100,99,198,56.98,45.1,5,0.88,16.35,51.73,2048
2024-01-07 14:25:00,NVIDIA RTX 3090,20,63,239,82.87,5.19,3,0.85,23.96,79.28,3254
2024-01-07 14:30:00,NVIDIA A100,50,90,182,119.25,21.0,2,0.72,139.42,64.33,3378
2024-01-07 14:35:00,NVIDIA A100,100,73,225,71.78,47.03,2,0.84,92.62,49.19,3058
2024-01-07 14:40:00,NVIDIA A100,50,56,292,8.1,38.46,1,0.91,107.04,20.14,3657
2024-01-07 14:45:00,NVIDIA A100,50,52,190,4.62,9.72,1,0.58,134.74,16.68,3025
2024-01-07 14:50:00,NVIDIA A100,50,54,122,14.38,28.21,14,0.88,133.56,60.79,3220
2024-01-07 14:55:00,NVIDIA RTX 3090,20,51,163,175.37,30.37,4,0.71,61.55,64.96,2417
2024-01-07 15:00:00,NVIDIA A100,20,72,148,7.43,9.1,14,0.59,98.03,73.08,3848
2024-01-07 15:05:00,NVIDIA A100,20,91,150,74.46,14.6,4,0.56,143.75,78.89,3396
2024-01-07 15:10:00,NVIDIA A100,10,96,290,94.56,34.85,12,0.93,82.6,26.4,3314
2024-01-07 15:15:00,NVIDIA A100,50,80,265,56.77,12.8,8,0.88,12.62,44.8,3236
2024-01-07 15:20:00,NVIDIA A100,50,78,158,2.8,45.0,4,0.71,74.12,56.05,3442
2024-01-07 15:25:00,NVIDIA A100,50,74,51,101.01,40.85,11,0.62,112.79,62.0,2609
2024-01-07 15:30:00,NVIDIA A100,100,88,105,26.94,23.76,14,0.56,85.35,79.77,3636
2024-01-07 15:35:00,NVIDIA RTX 3090,20,78,254,51.97,15.89,10,0.77,32.84,72.67,2246
2024-01-07 15:40:00,NVIDIA RTX 3090,100,51,225,169.04,17.49,11,0.81,131.69,41.49,3920
2024-01-07 15:45:00,NVIDIA A100,20,92,90,68.31,24.35,3,0.52,105.87,6.98,2466
2024-01-07 15:50:00,NVIDIA A100,100,93,269,132.81,2.69,1,0.92,97.51,7.26,2947
2024-01-07 15:55:00,NVIDIA A100,100,88,180,27.91,14.3,8,0.69,147.23,55.99,3951
2024-01-07 16:00:00,NVIDIA A100,10,87,219,39.76,1.4,3,0.58,79.27,72.59,2353
2024-01-07 16:05:00,NVIDIA RTX 3090,20,71,258,41.3,46.96,13,0.65,54.54,14.23,2313
2024-01-07 16:10:00,NVIDIA RTX 3090,50,80,267,80.32,26.14,13,0.7,66.37,71.97,3913
2024-01-07 16:15:00,NVIDIA RTX 3090,10,66,151,46.73,17.53,11,0.76,141.82,61.04,2752
2024-01-07 16:20:00,NVIDIA RTX 3090,100,95,156,114.51,28.85,5,0.84,145.45,18.1,2786
2024-01-07 16:25:00,NVIDIA RTX 3090,20,69,169,27.18,41.46,10,0.52,112.98,75.97,3507
2024-01-07 16:30:00,NVIDIA RTX 3090,20,91,136,7.61,40.48,4,0.51,32.43,24.36,2325
2024-01-07 16:35:00,NVIDIA A100,100,86,296,87.92,34.94,13,0.5,13.79,45.66,2436
2024-01-07 16:40:00,NVIDIA A100,20,82,201,12.96,30.76,7,0.9,97.25,79.19,2074
2024-01-07 16:45:00,NVIDIA RTX 3090,20,77,152,76.22,6.36,1,0.97,52.09,56.04,2745
2024-01-07 16:50:00,NVIDIA A100,10,83,271,15.0,8.04,5,0.81,143.95,47.14,3756
2024-01-07 16:55:00,NVIDIA RTX 3090,50,55,256,19.18,40.68,14,0.94,108.61,34.2,3810
2024-01-07 17:00:00,NVIDIA A100,20,68,114,1.1,34.76,4,0.6,58.67,64.27,3982
2024-01-07 17:05:00,NVIDIA A100,100,99,109,169.74,18.33,13,0.86,119.5,59.17,3948
2024-01-07 17:10:00,NVIDIA A100,50,97,73,124.8,37.15,13,0.65,30.48,67.32,3608
2024-01-07 17:15:00,NVIDIA RTX 3090,100,66,56,22.06,8.95,12,0.57,31.86,71.15,3988
2024-01-07 17:20:00,NVIDIA RTX 3090,10,62,182,20.52,3.56,12,0.78,37.93,42.25,3134
2024-01-07 17:25:00,NVIDIA A100,20,61,55,8.64,13.25,6,0.69,108.15,19.33,2062
2024-01-07 17:30:00,NVIDIA A100,100,92,209,5.02,36.26,7,0.9,56.87,11.64,2925
2024-01-07 17:35:00,NVIDIA RTX 3090,50,60,78,41.37,16.04,8,0.59,106.28,11.71,2595
2024-01-07 17:40:00,NVIDIA A100,100,83,97,4.25,8.79,13,0.72,88.93,16.38,3896
2024-01-07 17:45:00,NVIDIA A100,10,73,194,114.8,41.96,5,0.74,143.15,77.13,2754
2024-01-07 17:50:00,NVIDIA RTX 3090,20,67,172,9.73,3.42,1,0.91,123.49,58.17,2501
2024-01-07 17:55:00,NVIDIA A100,100,71,139,2.13,1.65,5,0.67,45.61,53.58,3403
2024-01-07 18:00:00,NVIDIA RTX 3090,20,92,113,34.99,27.43,4,0.73,92.41,66.51,3847
2024-01-07 18:05:00,NVIDIA RTX 3090,100,93,163,32.84,25.21,1,0.6,96.42,10.44,3650
2024-01-07 18:10:00,NVIDIA RTX 3090,50,92,235,75.83,42.54,6,0.8,30.56,55.8,3030
2024-01-07 18:15:00,NVIDIA A100,10,54,72,33.99,28.29,12,0.66,40.27,60.98,3455
2024-01-07 18:20:00,NVIDIA RTX 3090,20,60,122,11.41,10.95,11,0.66,21.2,47.54,3708
2024-01-07 18:25:00,NVIDIA A100,20,65,123,140.45,8.75,14,0.91,14.62,21.64,2127
2024-01-07 18:30:00,NVIDIA A100,20,90,280,24.44,40.68,7,0.87,85.06,9.29,2808
2024-01-07 18:35:00,NVIDIA A100,10,78,147,19.9,40.47,13,0.74,76.19,58.35,2820
2024-01-07 18:40:00,NVIDIA A100,50,76,270,109.97,30.2,2,0.68,105.35,46.55,3299
2024-01-07 18:45:00,NVIDIA RTX 3090,50,86,200,45.05,15.86,3,1.0,126.4,59.57,3451
2024-01-07 18:50:00,NVIDIA RTX 3090,10,86,208,31.23,20.64,14,0.8,26.89,14.65,2352
2024-01-07 18:55:00,NVIDIA A100,50,54,109,4.93,18.56,2,0.91,105.34,50.4,2308
2024-01-07 19:00:00,NVIDIA A100,50,80,143,17.15,37.41,14,0.74,20.3,46.29,3387
2024-01-07 19:05:00,NVIDIA RTX 3090,20,56,208,47.1,8.32,5,0.77,101.31,20.32,2340
2024-01-07 19:10:00,NVIDIA RTX 3090,50,64,78,11.63,10.24,12,0.59,46.46,61.1,3541
2024-01-07 19:15:00,NVIDIA A100,100,96,65,39.77,15.25,12,1.0,46.26,8.92,2418
2024-01-07 19:20:00,NVIDIA A100,10,63,216,9.62,11.0,7,0.73,147.69,46.04,3116
2024-01-07 19:25:00,NVIDIA A100,20,91,247,240.85,19.04,3,0.98,32.17,23.08,3993
2024-01-07 19:30:00,NVIDIA A100,100,77,65,39.84,18.93,14,0.83,93.3,19.05,2373
2024-01-07 19:35:00,NVIDIA A100,50,77,202,23.03,39.03,12,0.81,139.07,66.87,2825
2024-01-07 19:40:00,NVIDIA A100,50,51,274,21.66,14.5,5,0.87,87.42,37.32,3249
2024-01-07 19:45:00,NVIDIA RTX 3090,50,98,173,67.67,8.48,5,0.51,93.27,34.7,3756
2024-01-07 19:50:00,NVIDIA A100,20,71,234,18.0,10.13,12,0.73,139.81,44.21,2121
2024-01-07 19:55:00,NVIDIA A100,20,92,178,46.97,46.46,13,0.93,87.86,33.66,3135
2024-01-07 20:00:00,NVIDIA A100,20,50,245,76.52,36.07,2,0.93,96.8,76.08,2030
2024-01-07 20:05:00,NVIDIA A100,20,95,169,14.32,39.49,8,0.99,10.99,9.96,2134
2024-01-07 20:10:00,NVIDIA A100,20,93,129,47.85,29.33,4,0.99,127.11,62.75,3053
2024-01-07 20:15:00,NVIDIA RTX 3090,10,97,203,7.04,1.65,7,0.59,65.09,9.64,3186
2024-01-07 20:20:00,NVIDIA RTX 3090,50,62,272,16.21,9.01,8,0.75,31.21,52.65,2186
2024-01-07 20:25:00,NVIDIA RTX 3090,100,54,292,130.91,30.54,13,0.75,117.51,59.65,2360
2024-01-07 20:30:00,NVIDIA RTX 3090,100,91,69,82.12,3.85,3,0.6,107.09,74.81,3470
2024-01-07 20:35:00,NVIDIA RTX 3090,50,93,276,20.58,46.8,3,0.96,101.93,17.26,2679
2024-01-07 20:40:00,NVIDIA A100,10,98,276,62.6,2.95,8,0.81,31.01,73.76,3956
2024-01-07 20:45:00,NVIDIA A100,100,68,77,51.74,40.48,11,0.69,66.48,38.51,2513
2024-01-07 20:50:00,NVIDIA A100,100,90,131,0.01,20.32,4,0.72,113.67,71.01,3998
2024-01-07 20:55:00,NVIDIA RTX 3090,20,92,111,28.74,33.72,10,0.97,129.16,65.61,2231
2024-01-07 21:00:00,NVIDIA A100,10,86,297,59.06,13.82,10,0.55,115.23,54.2,2034
2024-01-07 21:05:00,NVIDIA RTX 3090,10,79,187,73.07,21.07,2,0.59,65.72,74.19,2965
2024-01-07 21:10:00,NVIDIA RTX 3090,50,99,240,128.64,23.03,8,0.7,71.13,42.13,3908
2024-01-07 21:15:00,NVIDIA RTX 3090,10,55,50,12.0,26.92,7,0.95,99.37,36.08,2305
2024-01-07 21:20:00,NVIDIA RTX 3090,10,72,125,20.78,39.41,7,0.76,94.87,44.01,3266
2024-01-07 21:25:00,NVIDIA RTX 3090,100,56,93,8.44,36.54,13,0.51,133.42,53.5,3436
2024-01-07 21:30:00,NVIDIA A100,50,79,218,18.55,7.27,6,0.84,112.83,54.02,2717
2024-01-07 21:35:00,NVIDIA RTX 3090,10,94,72,10.53,46.23,10,0.89,93.92,37.88,3028
2024-01-07 21:40:00,NVIDIA A100,20,80,275,0.31,37.97,9,0.5,23.04,19.7,2526
2024-01-07 21:45:00,NVIDIA RTX 3090,20,92,243,120.08,3.96,7,0.53,129.97,20.21,2545
2024-01-07 21:50:00,NVIDIA RTX 3090,10,53,296,49.26,30.28,4,0.84,128.24,77.38,2305
2024-01-07 21:55:00,NVIDIA RTX 3090,100,76,156,48.84,8.3,3,0.69,82.16,65.96,2715
2024-01-07 22:00:00,NVIDIA A100,50,54,222,163.7,17.75,6,0.51,94.47,42.03,3083
2024-01-07 22:05:00,NVIDIA A100,50,79,236,5.04,1.79,8,0.69,33.64,62.15,2362
2024-01-07 22:10:00,NVIDIA RTX 3090,20,59,281,125.74,3.71,8,0.72,59.8,7.43,3190
2024-01-07 22:15:00,NVIDIA RTX 3090,10,60,139,23.0,46.03,14,0.8,17.66,56.88,2150
2024-01-07 22:20:00,NVIDIA RTX 3090,10,54,162,60.32,3.67,10,0.56,149.99,58.47,2322
2024-01-07 22:25:00,NVIDIA A100,50,57,240,27.15,31.24,1,0.59,66.18,43.53,2719
2024-01-07 22:30:00,NVIDIA A100,100,72,187,3.06,1.39,10,0.8,99.76,24.48,3725
2024-01-07 22:35:00,NVIDIA RTX 3090,50,72,212,76.83,44.05,13,0.6,15.41,5.75,3150
2024-01-07 22:40:00,NVIDIA A100,100,69,221,13.43,18.28,8,0.84,35.63,51.21,2119
2024-01-07 22:45:00,NVIDIA A100,100,88,225,33.71,19.69,13,0.61,57.38,31.14,2025
2024-01-07 22:50:00,NVIDIA A100,100,69,125,34.22,43.89,7,0.56,103.84,37.93,3004
2024-01-07 22:55:00,NVIDIA A100,50,80,133,26.06,33.29,7,0.91,148.86,13.66,2562
2024-01-07 23:00:00,NVIDIA RTX 3090,20,56,80,72.46,22.06,5,0.53,48.09,31.15,3343
2024-01-07 23:05:00,NVIDIA A100,20,62,111,8.54,2.24,12,0.95,14.75,77.37,2594
2024-01-07 23:10:00,NVIDIA RTX 3090,100,74,64,49.67,4.16,8,0.78,31.2,21.88,3521
2024-01-07 23:15:00,NVIDIA RTX 3090,100,69,281,88.58,43.48,14,0.81,99.02,57.33,3082
2024-01-07 23:20:00,NVIDIA A100,10,62,141,19.94,17.11,3,0.72,37.49,71.22,3869
2024-01-07 23:25:00,NVIDIA A100,20,86,137,93.06,41.95,3,0.8,122.04,28.47,2311
2024-01-07 23:30:00,NVIDIA A100,10,62,89,5.87,5.49,8,0.68,23.91,55.02,2051
2024-01-07 23:35:00,NVIDIA A100,100,86,182,21.23,6.22,4,0.8,35.13,65.49,3324
2024-01-07 23:40:00,NVIDIA A100,20,92,248,0.01,27.73,9,0.57,27.84,74.68,3796
2024-01-07 23:45:00,NVIDIA RTX 3090,100,74,138,33.06,16.63,7,0.94,27.21,72.28,3876
2024-01-07 23:50:00,NVIDIA RTX 3090,20,89,177,28.59,46.31,2,0.62,74.66,38.41,3463
2024-01-07 23:55:00,NVIDIA RTX 3090,50,95,207,34.94,6.05,8,0.71,134.25,63.88,2893
2024-01-08 00:00:00,NVIDIA RTX 3090,20,96,266,22.27,28.68,8,0.95,61.98,74.16,2317
2024-01-08 00:05:00,NVIDIA RTX 3090,50,72,88,54.44,21.47,5,0.74,100.9,65.72,2997
2024-01-08 00:10:00,NVIDIA A100,20,74,139,11.25,47.63,7,0.86,28.84,15.64,2121
2024-01-08 00:15:00,NVIDIA RTX 3090,100,59,195,36.2,47.06,10,0.78,63.55,75.15,2401
2024-01-08 00:20:00,NVIDIA RTX 3090,50,71,184,13.44,2.55,5,0.53,118.69,49.63,3248
2024-01-08 00:25:00,NVIDIA RTX 3090,100,55,130,152.95,8.97,1,0.67,37.14,34.55,2487
2024-01-08 00:30:00,NVIDIA A100,50,62,181,11.58,40.83,5,0.54,111.7,24.21,3872
2024-01-08 00:35:00,NVIDIA RTX 3090,50,63,134,2.93,39.12,12,0.84,11.36,33.29,2285
2024-01-08 00:40:00,NVIDIA RTX 3090,10,78,64,4.6,4.17,6,0.63,126.53,51.66,2824
2024-01-08 00:45:00,NVIDIA A100,10,90,120,25.99,4.27,8,0.88,34.75,9.35,2665
2024-01-08 00:50:00,NVIDIA RTX 3090,20,59,246,10.72,18.34,9,0.67,62.56,11.99,2191
2024-01-08 00:55:00,NVIDIA A100,10,50,145,159.2,23.73,8,0.57,28.18,46.92,2563
2024-01-08 01:00:00,NVIDIA A100,100,94,86,155.32,48.14,1,0.8,96.09,71.28,3331
2024-01-08 01:05:00,NVIDIA A100,100,63,264,6.36,34.66,13,0.68,50.05,23.64,3653
2024-01-08 01:10:00,NVIDIA RTX 3090,20,51,204,29.1,37.99,7,0.95,123.78,43.16,3044
2024-01-08 01:15:00,NVIDIA RTX 3090,50,72,101,40.75,43.07,3,0.83,72.09,72.19,2995
2024-01-08 01:20:00,NVIDIA A100,20,87,168,46.82,4.72,14,0.94,19.92,63.57,2273
2024-01-08 01:25:00,NVIDIA RTX 3090,100,53,275,16.08,28.2,8,0.61,23.41,8.83,3218
2024-01-08 01:30:00,NVIDIA A100,10,76,224,141.96,6.18,13,0.53,102.61,20.88,2240
2024-01-08 01:35:00,NVIDIA A100,20,81,86,207.54,21.75,3,0.67,12.52,19.76,2816
2024-01-08 01:40:00,NVIDIA A100,10,58,209,49.41,35.14,4,0.77,127.59,52.86,3988
2024-01-08 01:45:00,NVIDIA RTX 3090,50,92,237,55.44,37.03,3,0.75,44.15,53.08,3831
2024-01-08 01:50:00,NVIDIA RTX 3090,20,79,214,44.67,41.67,5,0.76,55.49,72.71,2644
2024-01-08 01:55:00,NVIDIA RTX 3090,100,90,260,80.36,33.65,3,0.85,19.32,35.43,3560
2024-01-08 02:00:00,NVIDIA RTX 3090,20,98,74,103.36,17.94,4,0.7,136.62,77.63,3887
2024-01-08 02:05:00,NVIDIA A100,100,89,143,92.06,25.32,10,0.89,37.57,40.82,3554
2024-01-08 02:10:00,NVIDIA A100,100,51,201,32.95,42.87,6,0.55,89.69,77.03,2578
2024-01-08 02:15:00,NVIDIA RTX 3090,20,97,117,61.08,5.74,14,0.99,105.28,13.9,3422
2024-01-08 02:20:00,NVIDIA RTX 3090,100,82,298,82.39,40.34,4,0.92,71.46,13.95,2414
2024-01-08 02:25:00,NVIDIA RTX 3090,20,78,89,1.85,18.59,3,0.84,69.89,63.03,2435
2024-01-08 02:30:00,NVIDIA A100,50,86,122,60.27,32.97,12,0.79,47.13,22.26,2930
2024-01-08 02:35:00,NVIDIA A100,10,80,74,58.0,20.18,3,0.91,81.95,35.04,3322
2024-01-08 02:40:00,NVIDIA A100,10,62,55,23.56,47.62,9,0.65,70.16,54.21,2352
2024-01-08 02:45:00,NVIDIA RTX 3090,20,75,84,7.65,7.21,12,0.62,142.41,71.78,3993
2024-01-08 02:50:00,NVIDIA A100,20,60,112,37.27,42.98,6,0.72,97.21,39.05,2315
2024-01-08 02:55:00,NVIDIA A100,50,66,272,24.95,25.94,5,0.94,131.4,74.57,3845
2024-01-08 03:00:00,NVIDIA RTX 3090,100,96,270,3.23,5.25,11,0.55,29.95,30.34,3209
2024-01-08 03:05:00,NVIDIA A100,50,85,199,48.11,6.77,10,0.66,75.1,54.02,2858
2024-01-08 03:10:00,NVIDIA A100,100,84,260,7.04,14.94,1,0.97,42.91,57.87,3932
2024-01-08 03:15:00,NVIDIA A100,100,80,201,24.13,46.78,8,0.78,145.65,68.64,2130
2024-01-08 03:20:00,NVIDIA RTX 3090,10,69,230,34.83,13.8,7,0.67,89.14,78.91,2001
