mcs_dl_i,mcs_ul_i,dl_kbps_i,ul_kbps_i,cpu_set,cpu_i,explode
23,11,66445,19564,Core 4-7,0.5471946962290248,0
8,4,67787,16076,Core 4-7,0.7027614948755205,0
4,12,23771,49267,Core 4-7,0.7287628825087451,0
4,1,57892,18591,Core 4-7,0.44778138768494474,0
11,1,59837,21280,Core 0-3,0.5088749093752258,0
14,13,49237,41644,Core 0-3,0.7852100881188058,0
9,20,69904,6688,Core 4-7,0.34736085682142726,0
20,5,781,5229,Core 4-7,0.004934196548228353,0
26,20,44998,1797,Core 0-3,0.7306395771157127,0
14,2,41928,16422,Core 4-7,0.26792614965342687,0
28,21,34502,14215,Core 4-7,0.4418828039781011,0
3,26,56946,15956,Core 4-7,0.5913182155694886,0
27,19,79345,24912,Core 4-7,0.40756393854628986,0
13,7,4891,1296,Core 4-7,0.7160677378820856,0
14,16,40025,14002,Core 4-7,1.0,0
17,4,95750,42645,Core 4-7,0.3385910141440588,0
3,18,29825,12343,Core 0-3,0.5267782756484315,0
15,11,32534,8039,Core 0-3,0.5009975285057104,0
21,24,85317,28649,Core 0-3,0.5625607644744546,0
29,16,69967,39277,Core 4-7,0.37931949874747206,0
2,29,30342,4489,Core 0-3,0.36996285714515637,0
21,10,71244,3180,Core 0-3,0.37469657880931484,0
25,2,41699,46769,Core 4-7,0.40770747182499456,0
10,27,43364,9076,Core 0-3,0.410870261732329,0
27,23,60746,7357,Core 4-7,0.0,0
22,24,98213,23707,Core 4-7,0.51772284131122,0
15,10,43232,32530,Core 0-3,0.4397612741808061,0
19,3,44159,37480,Core 0-3,0.35631144052724484,0
21,22,75347,31940,Core 0-3,0.5186070000195321,0
12,12,36326,44735,Core 4-7,0.4989012256305067,1
17,20,25257,10488,Core 0-3,0.42046553384270974,0
16,28,72917,23769,Core 0-3,0.5017545121546982,0
8,2,12980,30115,Core 4-7,0.3836211903463086,0
25,8,20093,16602,Core 4-7,0.2662009943970969,0
5,18,90382,31334,Core 4-7,0.8922166454747767,0
25,9,59455,33340,Core 0-3,0.4008125706241592,0
24,25,17376,20262,Core 0-3,0.5531083349115334,0
15,11,11607,1348,Core 4-7,1.0,0
8,24,77544,6442,Core 0-3,0.4172605541061989,0
18,26,36180,10653,Core 4-7,0.5920398530653683,0
21,3,16695,28740,Core 4-7,0.9653382794079095,0
28,8,49032,48993,Core 0-3,0.17000882206649753,0
8,5,97125,13633,Core 4-7,0.766764486710841,0
19,15,7300,24967,Core 4-7,0.544424831728102,0
17,10,48533,38634,Core 4-7,0.39896402776640644,0
27,14,83265,22001,Core 4-7,0.5096956123369527,0
4,5,45053,2991,Core 0-3,0.42763275891516905,0
4,18,620,3686,Core 0-3,0.8152504948602521,0
26,12,78259,13850,Core 4-7,0.4967978881243122,0
20,3,65238,9955,Core 4-7,0.6395641640232007,0
20,8,63938,22960,Core 0-3,0.3942189762194714,0
9,14,20890,49075,Core 4-7,0.5584742171892197,0
27,1,35121,41671,Core 4-7,0.423438597940289,0
14,4,53826,31114,Core 0-3,0.21601634263800445,0
1,22,57165,36604,Core 0-3,0.7616815732485134,0
9,25,22539,12653,Core 0-3,0.5696248172388662,0
23,8,5416,13990,Core 4-7,0.6542449689833532,0
13,26,54036,36068,Core 0-3,0.3543161499669554,0
21,21,88376,16787,Core 4-7,0.7369426998899096,0
18,13,27073,5159,Core 0-3,0.5935665938813619,0
10,16,52894,11391,Core 0-3,0.5300464150096571,0
28,16,30458,11573,Core 0-3,0.7058540961503873,0
26,23,90450,48983,Core 4-7,0.43415026547896485,0
26,24,25447,22280,Core 4-7,0.7589463895416415,0
4,28,51504,41115,Core 4-7,0.3675495787922175,0
27,9,74771,29694,Core 4-7,0.5066548155616573,0
15,19,996,23600,Core 0-3,0.3126999748411132,0
4,27,48686,41743,Core 0-3,0.2703564710656954,0
20,8,76305,33727,Core 4-7,0.4068478483474057,0
11,19,79893,28408,Core 0-3,0.4678223423373712,0
12,1,84783,19301,Core 0-3,0.6103555699996697,0
13,13,74687,34738,Core 0-3,0.3713902844558651,0
2,13,7377,48130,Core 0-3,0.6173815910580858,0
8,4,67467,31635,Core 4-7,0.4360103214079216,0
4,23,89770,4420,Core 4-7,0.4011859509027901,0
9,25,6890,15132,Core 4-7,0.6258883883740827,0
2,10,81424,33175,Core 0-3,0.39111238048897795,0
23,23,58022,13889,Core 0-3,0.8650409858118466,0
5,26,24556,41308,Core 4-7,0.5864663834702393,0
5,11,40812,21884,Core 0-3,0.22648068234612034,1
23,14,37641,9201,Core 4-7,0.47616170900091204,0
4,5,24327,5956,Core 0-3,0.370557629185698,0
19,13,34584,36511,Core 4-7,0.1717412708767243,0
9,15,24179,7711,Core 4-7,0.711576037346781,0
12,17,94428,4511,Core 4-7,0.7161803062386092,0
3,16,37670,42233,Core 4-7,0.3550471017122472,0
5,1,79420,5507,Core 4-7,0.6421244986459688,0
2,12,74600,16053,Core 0-3,0.67539334461792,0
23,25,25801,43965,Core 4-7,0.49747094576924883,0
13,20,99237,11827,Core 4-7,0.6904560515565978,0
28,19,43203,7928,Core 0-3,0.5589026534463216,0
27,27,56881,46744,Core 4-7,0.7290887844595364,0
7,21,16623,8794,Core 0-3,0.26550564154056977,0
28,23,63007,27277,Core 4-7,0.5295936963409366,0
21,7,83813,11409,Core 4-7,0.5403063882202385,0
8,5,89424,5493,Core 0-3,0.26870248419775034,0
25,8,86510,24422,Core 0-3,0.28783013484111264,0
29,21,48126,22917,Core 0-3,0.18318995488025225,0
20,26,85161,47866,Core 4-7,0.5090405841396493,0
11,4,39894,20833,Core 0-3,0.4119313047926171,0
12,14,52903,36962,Core 4-7,0.24184707639587089,0
18,6,22638,30794,Core 4-7,0.743451746603037,0
18,19,49673,42476,Core 0-3,0.5800606431341097,0
27,4,99318,21762,Core 4-7,0.3550901350931993,0
29,24,77026,21927,Core 0-3,0.5406483919540723,0
16,26,64703,23913,Core 4-7,0.4524034513906731,0
20,10,11761,5263,Core 0-3,0.18752282765780803,0
22,19,77108,43443,Core 4-7,0.5547729523764671,1
6,27,31977,11062,Core 4-7,0.8279715590917043,0
18,29,30893,1654,Core 0-3,0.7824014700505759,0
17,10,5278,37418,Core 0-3,0.5206764978065621,0
18,13,48461,39980,Core 4-7,0.4128018749723478,0
24,3,1493,39803,Core 0-3,0.6125731069286083,0
21,22,97328,35990,Core 4-7,0.553308560160506,0
3,8,80362,18289,Core 0-3,0.47227757942449017,0
9,10,75600,22422,Core 4-7,0.8720248900533191,0
28,2,67624,23166,Core 0-3,0.4207786454709298,0
28,1,63969,33643,Core 0-3,0.6914237541252459,0
7,10,62612,37772,Core 0-3,0.5287717049418447,0
24,13,58067,45556,Core 0-3,0.5297373612383425,0
22,1,87052,45308,Core 0-3,0.16981462333116104,0
7,23,80677,3179,Core 4-7,0.7202834499914675,0
19,2,47589,40256,Core 4-7,0.6673510221686955,0
1,25,86818,17424,Core 4-7,0.5376038153613234,0
1,10,82093,22291,Core 0-3,0.7069598313270682,0
1,4,18263,49810,Core 4-7,0.5831092165313039,0
11,7,21557,35533,Core 0-3,0.2405192399068155,0
27,5,49346,49499,Core 0-3,0.305881154859015,0
28,21,38656,23499,Core 0-3,0.4878769590690995,0
23,16,65949,28354,Core 0-3,0.1617095926087917,0
18,7,19449,47965,Core 0-3,0.7244867553355936,0
13,9,12317,13674,Core 0-3,0.4568899712679745,0
28,20,2710,32998,Core 4-7,0.5273860341038363,0
22,25,87776,24825,Core 0-3,0.3037021868997788,0
15,9,42565,17795,Core 0-3,0.6292994772614847,0
17,11,95481,18162,Core 4-7,0.47145716190436976,0
10,24,13377,22635,Core 4-7,0.43478361954237044,0
8,17,647,7136,Core 0-3,0.7821906509820709,0
21,26,32194,13939,Core 4-7,0.7618865722706614,0
9,11,20576,26747,Core 4-7,0.6499433969210422,0
19,27,71715,29630,Core 0-3,0.5418109926660225,0
18,9,39371,49502,Core 4-7,0.39678203042289595,1
8,19,49215,45130,Core 0-3,0.4422343409495357,0
27,8,67329,21393,Core 4-7,0.43304944577454274,0
5,5,74217,23746,Core 0-3,0.578434117267864,0
14,6,73014,35211,Core 4-7,0.4936545632852168,0
13,19,69117,20412,Core 0-3,0.4986397508815931,0
1,11,24461,1602,Core 4-7,0.8081778282069105,0
11,23,24274,18096,Core 4-7,0.7287444730729993,0
12,2,75828,31839,Core 0-3,0.3437612167819848,0
6,29,12965,609,Core 4-7,0.5593954005763041,0
12,3,91812,16035,Core 4-7,0.3448541255272488,0
3,2,7187,45965,Core 0-3,0.6205409869572782,0
8,13,59718,48992,Core 0-3,0.8858415768517816,0
29,11,3597,28120,Core 4-7,0.4287880809270074,0
22,25,69304,9739,Core 4-7,0.6581195537796,0
2,11,5337,21193,Core 0-3,0.8227117948398539,0
6,13,95796,39237,Core 0-3,0.47275355511862566,0
3,19,12241,37948,Core 4-7,0.5988605154520984,0
7,24,57303,39120,Core 4-7,0.8429664109665281,0
16,22,8331,39763,Core 0-3,0.3127878645851717,0
17,13,23210,48732,Core 0-3,0.29266478570319443,0
12,1,81996,44164,Core 4-7,0.25114708421165355,1
15,27,60155,1228,Core 4-7,0.6509907729072965,0
14,13,74175,33025,Core 4-7,0.29737246360748304,0
1,6,59568,24204,Core 0-3,0.6119695975540514,0
26,8,43534,6400,Core 4-7,0.7719228508608507,0
12,26,91886,31000,Core 0-3,0.3676243912742233,0
20,19,1007,1789,Core 0-3,0.34758321234857925,1
23,23,63935,4032,Core 0-3,0.6339840693597609,0
20,14,83122,11642,Core 4-7,0.5095721412647451,0
14,6,72307,23937,Core 4-7,0.0274203543516372,0
16,17,44947,26223,Core 0-3,0.806375287114864,0
25,2,91439,43095,Core 4-7,0.610399580894142,0
15,16,72598,38363,Core 4-7,0.42392662078016086,0
8,27,14467,23288,Core 0-3,0.4158259299335041,0
21,5,36759,31232,Core 4-7,0.640054234033164,0
1,23,66859,27114,Core 0-3,0.4910241887812956,0
13,20,43153,7695,Core 4-7,0.5114497893945781,0
3,6,30424,16486,Core 4-7,0.5301419211454107,0
24,2,29960,40642,Core 0-3,0.3361898707781401,0
12,5,3627,18330,Core 4-7,0.42784987354207754,0
7,10,27035,30984,Core 4-7,0.4623349052593971,0
8,19,68944,6329,Core 4-7,0.3478723328781007,0
17,1,79401,47201,Core 4-7,0.5549449194890241,0
18,6,57233,1036,Core 0-3,0.5968660659171002,0
10,25,73676,35389,Core 0-3,0.837299007599072,0
15,16,75380,26561,Core 0-3,0.3478054304017931,0
23,10,23357,33286,Core 0-3,0.6780914190153989,0
21,8,47237,12647,Core 4-7,0.7849861051337643,0
21,20,40292,40467,Core 4-7,0.6899177549898234,0
28,24,71895,45794,Core 0-3,0.4003861330332269,0
29,27,59308,44134,Core 4-7,0.43814528051292007,0
10,21,82222,35816,Core 0-3,0.803586275106366,0
9,19,64883,39504,Core 0-3,0.46270205251797536,0
1,20,23017,17488,Core 4-7,0.49397456511974214,0
21,7,6771,35529,Core 4-7,0.4026583631472475,0
23,15,33043,45889,Core 0-3,0.654763671681949,0
5,5,96753,36916,Core 4-7,0.007837850471805796,0
15,4,39409,12517,Core 0-3,0.33799877342176193,0
14,19,13257,21567,Core 4-7,0.30402094911752053,0
26,19,97337,14834,Core 0-3,0.8176768809011759,0
11,10,26548,23607,Core 4-7,0.5464427033519599,0
23,22,12152,40196,Core 4-7,0.45964942663406455,0
17,8,66917,13992,Core 4-7,0.45919747255605403,0
21,20,35839,15075,Core 0-3,0.2236876200454293,0
14,1,44820,7046,Core 0-3,0.7712390093726536,0
6,20,45020,11373,Core 0-3,0.4297265881834009,0
22,28,17934,17877,Core 0-3,0.6186234109999436,0
4,21,868,19166,Core 0-3,0.36869784853723986,0
13,24,30208,1453,Core 0-3,0.4880076450672841,0
21,13,57185,29489,Core 0-3,0.31622566492589155,0
24,7,80494,46996,Core 0-3,0.4503915927628631,0
22,2,79038,17721,Core 4-7,0.7081564750775824,0
17,9,62654,24359,Core 4-7,0.521164313492145,0
21,19,21655,48335,Core 4-7,0.5748249127224896,0
12,9,44892,7475,Core 4-7,0.5125302762988897,0
23,17,22189,19792,Core 0-3,0.826231506414411,0
12,25,11059,32814,Core 4-7,0.33669211173006236,0
24,23,59301,28254,Core 4-7,0.4723802497803642,0
4,18,44141,40913,Core 4-7,0.5375815863602623,0
2,10,37030,45577,Core 0-3,0.30080672435213085,0
20,23,38687,28112,Core 4-7,0.5252927584913206,0
6,1,80901,21877,Core 4-7,0.5059289985163168,0
6,11,11781,40903,Core 0-3,0.5227824315643864,0
22,19,30671,45546,Core 4-7,0.5236591388290671,0
1,23,65017,45489,Core 0-3,0.3656801800596984,1
11,19,31262,13863,Core 0-3,0.17508525531976177,0
23,2,89571,38853,Core 0-3,0.5366163288527969,0
23,5,22206,14934,Core 4-7,0.32132439444343863,0
29,3,37304,47784,Core 4-7,0.48151100548919906,0
21,13,23804,24581,Core 4-7,0.3503115150155934,0
29,25,70026,3884,Core 0-3,0.2038485159364779,0
12,7,88318,14437,Core 4-7,0.5721268281512414,0
4,11,90800,25505,Core 4-7,0.6400699732243715,1
28,17,17730,34508,Core 4-7,0.7206576863329883,0
16,1,95180,7639,Core 4-7,0.4105898130535213,0
27,22,99076,32284,Core 4-7,0.5079380004971366,0
19,4,83368,4460,Core 0-3,0.5681249588273078,0
27,1,99073,30957,Core 0-3,0.7042444516031194,0
11,9,97306,23656,Core 4-7,0.14998540306891067,0
11,18,54314,36842,Core 4-7,0.20625606111315925,0
13,17,48867,49671,Core 0-3,0.777657170330305,0
13,19,22194,13935,Core 4-7,0.162987071561757,0
8,15,9998,44131,Core 0-3,0.6834738640631872,0
11,10,27798,1214,Core 0-3,0.7662022725770781,0
16,12,9550,21127,Core 4-7,0.6606803263475316,0
13,16,18664,33876,Core 4-7,0.2993552619291253,0
24,12,15299,14461,Core 4-7,0.32163830186603887,0
3,1,51866,13873,Core 0-3,0.4884832760458734,0
27,13,15527,44748,Core 0-3,0.8502998438307214,0
11,4,57812,40125,Core 0-3,0.848676638536304,0
21,20,87131,34315,Core 4-7,0.5597866595485896,0
8,22,17453,11548,Core 4-7,0.18112252822291836,0
10,12,28980,41876,Core 0-3,0.5324618755607856,0
26,19,22207,45973,Core 4-7,0.4584500907031319,0
22,29,98244,10434,Core 0-3,0.5045491894335344,0
18,15,17228,8667,Core 0-3,0.1687138861815618,1
17,9,95376,19787,Core 0-3,0.5487671616090143,1
7,22,42226,24804,Core 4-7,0.1993375590542948,0
18,7,77725,44280,Core 4-7,0.0,0
10,6,62479,8344,Core 4-7,0.5448805192063173,0
26,9,27334,3858,Core 4-7,0.8837253805119534,0
20,18,36316,18674,Core 0-3,0.33287299324680064,0
27,27,35581,7741,Core 0-3,0.4054435634262146,1
22,8,32510,10601,Core 4-7,0.6791499370388162,0
13,21,79293,49289,Core 4-7,0.7325270145505418,0
7,18,95919,15209,Core 0-3,0.5211044989201106,0
23,13,529,8649,Core 4-7,0.3583168376215535,0
7,7,20260,15128,Core 4-7,0.7652234164009343,0
20,12,95674,9230,Core 0-3,0.2539483600253236,0
11,5,29959,26100,Core 0-3,0.3957672171339911,0
10,16,10707,25522,Core 4-7,0.6176560310598227,0
26,8,19630,38398,Core 4-7,0.186262661024791,0
12,26,67967,37699,Core 4-7,0.5776672999391094,0
13,27,98424,7067,Core 0-3,0.7277239584417758,0
12,22,94868,36817,Core 0-3,0.835307868173537,0
12,7,12413,30735,Core 0-3,0.42198633580237854,0
6,27,75674,15120,Core 4-7,0.4119708501874214,0
3,28,23374,47747,Core 4-7,0.642992009256344,0
8,1,78143,18226,Core 4-7,0.37643924894377195,0
17,2,24629,17446,Core 0-3,0.438253182844755,0
13,9,54993,12145,Core 0-3,0.5644208270097262,0
8,15,83631,25157,Core 4-7,0.574460112536386,0
5,7,57244,35014,Core 4-7,0.11857691412285098,0
24,7,77240,35597,Core 0-3,0.26671850684696496,0
28,20,86040,27765,Core 0-3,0.13339734593874059,0
4,13,3777,14262,Core 4-7,0.16644522477547508,1
16,29,35789,45600,Core 4-7,0.27625792228433266,0
18,4,2405,39727,Core 0-3,0.45554719646847963,0
4,19,12844,22919,Core 4-7,0.4749057688839628,0
11,10,9782,6150,Core 4-7,0.0696482417155258,0
8,4,74255,4700,Core 0-3,0.313365098589483,0
26,12,40065,16514,Core 0-3,0.19635924493634882,0
1,26,82046,35804,Core 4-7,0.45995384676587686,0
27,22,72080,24249,Core 0-3,0.3687480720992252,0
13,27,6875,17757,Core 4-7,0.7517069786237649,1
21,3,90537,8939,Core 0-3,0.4721066383180653,0
27,26,80319,23860,Core 4-7,0.3786008650054015,0
22,8,52830,20224,Core 0-3,0.4475420829493821,0
4,17,32380,14945,Core 0-3,0.37127185032094745,0
4,6,5997,30198,Core 4-7,0.7682884274642263,0
4,13,86167,22816,Core 4-7,0.43295060027125976,0
13,18,62598,1851,Core 0-3,0.5912094708151201,0
19,16,24442,48842,Core 0-3,0.6579330662545673,0
16,11,8452,43151,Core 4-7,0.36780487915564275,1
28,14,90403,24340,Core 4-7,0.1392725595933007,0
14,1,74918,4437,Core 4-7,0.4038584047889177,0
10,12,14410,12885,Core 4-7,0.627459995562576,0
5,20,55871,26380,Core 0-3,0.1609026488659797,0
15,28,43852,24924,Core 0-3,0.5505615676791733,0
6,29,37953,5342,Core 4-7,0.6679464648869639,0
19,6,16429,40552,Core 4-7,0.7783227157687409,0
14,7,61900,21913,Core 0-3,0.6355642315253773,0
27,11,76990,12943,Core 0-3,0.5585404412809359,0
11,1,23486,37700,Core 4-7,0.5372159879237433,1
3,3,28026,23385,Core 4-7,0.2584172881181256,1
25,22,83806,6510,Core 0-3,0.3106897672609562,0
2,13,31793,35427,Core 0-3,0.15355570100761912,0
6,29,43446,23057,Core 0-3,0.5143889317038719,0
24,6,92802,20943,Core 0-3,0.5881442107579622,0
8,10,39990,45941,Core 4-7,0.5235416576644994,0
1,22,5416,49236,Core 4-7,0.5567355754176936,0
28,7,54684,37690,Core 0-3,0.6519331976457883,0
14,11,7812,23139,Core 4-7,0.2345771015100957,0
16,23,92588,10464,Core 0-3,0.5125690850037296,0
17,28,16287,36261,Core 0-3,0.5493007795089008,0
8,26,7610,13786,Core 4-7,0.40621745212850335,0
17,15,27838,17157,Core 0-3,0.0748502281680723,0
13,24,46515,9978,Core 0-3,0.29516005159765124,0
19,11,60513,2736,Core 4-7,0.39834652382340124,0
9,18,28295,37745,Core 0-3,0.5299194456459464,1
3,26,38514,18615,Core 4-7,0.5066914689916147,0
18,1,21876,4228,Core 0-3,0.8846638753146627,0
1,26,90963,41030,Core 0-3,0.6887342738157282,0
13,14,82393,29880,Core 0-3,0.4953960409478493,0
13,29,72300,30378,Core 4-7,0.524235970224997,0
12,23,873,22233,Core 0-3,0.7541354281225783,0
1,12,39752,32216,Core 4-7,0.7618164208679601,0
10,1,6674,35328,Core 4-7,0.5668188801313284,0
19,18,63308,8639,Core 4-7,0.84666256687302,0
22,17,8220,42584,Core 4-7,0.32040080064635373,0
7,14,51668,13516,Core 0-3,0.4942297466074563,0
14,12,38759,13266,Core 0-3,1.0,0
6,28,45967,6427,Core 4-7,0.6420565071327055,0
6,1,68685,21122,Core 0-3,0.4718068721652864,0
9,19,63191,37391,Core 0-3,0.5207873447383329,1
20,4,29994,48044,Core 4-7,0.5359287500911863,0
16,5,25979,32435,Core 0-3,0.8339877842236474,0
5,5,91667,22762,Core 4-7,0.6608396798785657,1
15,2,52390,1726,Core 0-3,0.4842560652861748,0
1,11,74573,25296,Core 4-7,0.16479391681023303,0
4,3,42206,25198,Core 4-7,0.35466135683026,0
10,8,62233,5752,Core 4-7,0.5120130840624093,0
6,2,16448,11569,Core 4-7,0.47407898209957233,0
23,4,4358,35485,Core 0-3,0.719172461721947,0
27,7,68205,44551,Core 0-3,0.4537293927703806,0
2,25,92271,22601,Core 0-3,0.6677338472418948,0
10,19,29546,2459,Core 0-3,0.20558508299436778,0
22,19,73760,30094,Core 0-3,0.3951033108088312,0
19,7,62149,13704,Core 4-7,0.6389359187389299,0
23,8,68243,7276,Core 0-3,0.9134572143879289,0
9,14,14096,9991,Core 0-3,0.47159697587678673,0
11,4,33246,2323,Core 0-3,0.6657584954647675,0
4,14,60967,15895,Core 0-3,0.7672292446459514,0
24,1,87620,23017,Core 0-3,0.6906403327110716,0
10,5,35696,43437,Core 0-3,0.649654672365452,0
6,11,14648,33379,Core 0-3,0.42920802514104567,0
3,15,94035,5473,Core 4-7,0.8038959373161938,0
13,20,48912,30774,Core 4-7,0.23639328922719194,0
19,14,70992,22203,Core 4-7,0.2466125519146568,1
3,27,77789,15543,Core 0-3,0.8734791941867496,0
20,24,54134,11898,Core 4-7,0.57232397982212,0
18,13,34726,30859,Core 4-7,0.25240400529950513,0
12,7,26679,13077,Core 0-3,0.21327841909437667,1
12,18,83487,48316,Core 4-7,0.2048427687500412,0
21,6,85998,46426,Core 4-7,0.9068712906812406,0
12,20,59037,33895,Core 0-3,0.4837510016261829,0
24,7,15867,28738,Core 0-3,0.3965389285188291,0
28,9,65486,35684,Core 4-7,0.8257564899615706,0
29,23,59039,30719,Core 0-3,0.5502552673262565,0
7,2,91617,35819,Core 4-7,0.43451470791855173,0
9,8,27760,43565,Core 4-7,0.712174641401857,0
12,6,12214,28652,Core 4-7,0.6195416576160708,0
19,9,55438,10736,Core 4-7,0.6200915290265201,0
4,7,64879,9134,Core 0-3,0.4459564511474916,0
24,5,23886,19511,Core 0-3,0.3209314249947247,0
10,24,87010,15620,Core 4-7,0.29790619147229,0
27,23,38846,24252,Core 0-3,0.520581866795091,1
19,17,92844,40168,Core 0-3,0.5015053777892313,0
17,27,42188,7090,Core 4-7,0.5965616761217671,1
18,21,69414,4529,Core 0-3,0.41503604896412016,0
10,7,31171,28889,Core 4-7,0.7560613459673056,0
26,16,39688,16389,Core 4-7,0.23489135922505977,0
24,26,20045,41864,Core 0-3,0.5836097659319864,0
12,23,14828,11414,Core 0-3,0.3181037624352194,0
23,11,77518,42436,Core 0-3,0.4513658803477647,0
20,14,5286,23628,Core 4-7,0.3158527486490441,0
8,3,69736,5801,Core 0-3,0.4264724452359337,0
19,21,20740,3520,Core 4-7,0.28594188839018353,0
1,8,22930,13128,Core 4-7,0.2998334169032785,0
4,15,52097,1087,Core 4-7,0.692752861453292,0
6,25,16330,29697,Core 0-3,0.22211388141561778,0
22,9,35189,41122,Core 0-3,0.6299915720540421,0
4,16,70093,11855,Core 4-7,0.6703661115524588,0
16,26,49037,44748,Core 4-7,0.6460828447214818,1
8,21,32861,10831,Core 0-3,0.49467407604072894,0
9,18,68367,36626,Core 0-3,0.2815831467424673,0
15,8,39289,23127,Core 0-3,0.1909563385172291,0
18,7,64218,25027,Core 4-7,0.26398503873776663,0
3,20,60715,13869,Core 0-3,0.2652358623483322,0
28,21,24072,1969,Core 0-3,0.555000177664912,0
24,28,31495,46416,Core 0-3,0.2168935038114594,0
17,10,37842,32638,Core 4-7,0.45865430664269574,0
1,12,90958,40433,Core 0-3,0.5080339746768973,0
7,12,44482,40721,Core 4-7,0.4393871156091016,0
10,27,48498,38184,Core 0-3,0.44589254870916867,0
15,27,16748,38134,Core 0-3,0.7552738120265767,0
23,10,29714,37095,Core 0-3,0.5999423500691928,0
13,2,97788,29245,Core 0-3,0.6406086027356052,1
23,25,67014,11091,Core 0-3,0.42567764118403145,0
29,12,82963,15484,Core 0-3,0.6569053142211977,0
29,6,74429,29590,Core 4-7,0.5607405177631483,0
5,25,82331,39736,Core 0-3,0.5420353383040346,0
28,24,65191,4419,Core 4-7,0.42172705066097554,0
7,1,78008,27857,Core 0-3,0.5473592276914576,0
14,29,72896,20094,Core 0-3,0.9216616154352513,0
14,9,29710,48748,Core 4-7,0.6207132954802789,1
9,25,86260,20881,Core 0-3,0.8418223461353149,0
22,20,14587,47460,Core 4-7,0.12261082587491895,0
6,16,15823,17800,Core 4-7,0.5144601822376091,0
19,17,38245,34551,Core 4-7,0.6641944698737103,0
15,20,97777,30164,Core 4-7,0.5773359284265999,0
16,6,69813,42986,Core 0-3,0.6030040138715066,0
23,4,23273,29103,Core 4-7,0.42225069332107623,0
22,9,89891,6290,Core 0-3,0.7422598741267264,1
12,20,35431,6356,Core 4-7,0.17984556053537332,0
21,26,1640,3098,Core 4-7,0.47008129217568134,0
3,8,23152,7774,Core 0-3,0.5248397599385316,0
3,18,86988,19561,Core 4-7,0.3854380925329056,0
6,12,68024,541,Core 0-3,0.5055874362626843,1
22,7,91374,13605,Core 4-7,0.10705019572723362,0
21,8,83878,29710,Core 0-3,0.24072104099302183,0
19,22,59757,30412,Core 0-3,0.7540478476738985,0
12,10,25098,32861,Core 4-7,0.5486822790396839,0
16,29,30166,23110,Core 4-7,0.42423990248323407,0
18,22,17989,20853,Core 0-3,0.6959514903916756,0
4,24,27678,44852,Core 4-7,0.7774369380127286,0
20,3,73310,12895,Core 0-3,0.8619457298684137,0
26,18,5975,34214,Core 4-7,0.12260828536735258,1
13,9,19132,19593,Core 0-3,0.776573895846046,0
13,24,75613,8493,Core 4-7,0.26780686064208514,0
2,26,57408,45380,Core 4-7,0.5603310008818738,0
28,5,20426,7345,Core 4-7,0.622265675651842,0
9,13,54132,17829,Core 0-3,0.8217756283251704,0
27,5,21891,3228,Core 0-3,0.5938576370374149,0
11,22,9734,2708,Core 0-3,0.5557978181298615,0
3,22,27768,14260,Core 4-7,0.33244099116115344,0
17,2,95402,6428,Core 0-3,0.1624688656792686,0
12,7,30769,8774,Core 0-3,0.3272223075248573,0
5,3,31864,23142,Core 4-7,0.7813201174748654,0
14,24,29292,24293,Core 4-7,0.5065623472750498,0
26,9,18042,33326,Core 0-3,0.8322499927943252,0
19,3,96095,6742,Core 0-3,0.35651448030099037,0
22,22,1857,31661,Core 0-3,0.6570750482248937,0
17,24,7188,49015,Core 0-3,0.5335527955863876,0
26,6,20089,20030,Core 4-7,0.7590515610746107,0
4,10,6865,12004,Core 0-3,0.4553364919702987,0
1,3,77567,39926,Core 0-3,0.47449966424212225,1
17,20,79205,39786,Core 0-3,0.7434236339714047,0
10,9,92630,31285,Core 0-3,0.08207462127938264,0
8,12,44222,34282,Core 4-7,0.471372972537421,0
26,12,31853,25879,Core 4-7,0.16778494325023408,0
11,16,3703,37002,Core 4-7,0.49410776399398143,0
20,11,92711,38270,Core 0-3,0.4159204145201675,0
10,12,22258,7830,Core 0-3,0.6204498731867114,0
19,17,25817,23274,Core 0-3,0.5932439643516166,0
6,4,84816,38125,Core 0-3,0.4428796254144203,0
11,10,56065,36624,Core 0-3,0.3076537919443376,0
16,17,64392,17200,Core 4-7,0.5156659833839341,0
10,8,27740,47793,Core 4-7,0.7610088335969024,1
25,7,69266,12794,Core 4-7,0.30394439781948557,0
22,23,93852,40966,Core 0-3,0.1993492583817595,1
1,18,61868,33987,Core 0-3,0.1313638691972664,1
8,26,79994,17774,Core 0-3,0.19307141561259245,0
17,22,67632,1329,Core 0-3,0.49854898927599,0
19,24,69378,3368,Core 4-7,0.21891874710399156,0
9,24,37981,39294,Core 4-7,0.42500889456864,0
20,21,57296,4436,Core 0-3,0.592327192701489,0
8,8,10543,21051,Core 0-3,0.07428752259147753,0
9,29,56779,12247,Core 4-7,0.6973645195682884,0
16,2,17282,12270,Core 4-7,0.7854896768958325,0
14,14,68424,21861,Core 0-3,0.8729172611106285,0
24,16,22603,25292,Core 4-7,0.7948112109562101,0
6,20,4602,4118,Core 0-3,0.9825405037246357,0
9,10,64011,10624,Core 0-3,0.5460107658198824,0
11,18,37932,32697,Core 0-3,0.6612007482998454,0
22,5,52019,22998,Core 4-7,0.4497644683187553,0
15,16,66572,33377,Core 4-7,0.6325578073066107,0
15,11,71611,42288,Core 4-7,0.5274959191897879,0
5,19,70614,3045,Core 4-7,0.16740093839363124,0
