mcs_dl_i,mcs_ul_i,dl_kbps_i,ul_kbps_i,cpu_set,cpu_i,explode,predicted_dl_kbps,recommended_cpu_cores,recommended_mcs_dl,power_optimization,load_balancing
2,8,52212,15035,Core 0-3,0.4858782589418005,0,0.652248251378499,Core 0-3,1,Reduce Power,Normal Operation
3,13,52689,24980,Core 0-3,0.3447835633328967,0,0.6424702371097362,Core 0-3,2,Reduce Power,Normal Operation
5,5,58284,31551,Core 0-3,0.7809054048605508,0,0.5832602539812464,Core 0-3,4,Reduce Power,Normal Operation
11,2,68785,12629,Core 4-7,0.2414541006610399,0,0.6638838565078928,Core 0-3,10,Reduce Power,Normal Operation
8,9,43449,31285,Core 0-3,0.5710113151840943,0,0.7660974312554883,Core 0-3,7,Reduce Power,Normal Operation
26,11,34629,29902,Core 4-7,0.3771553812159169,0,0.6183641869236105,Core 0-3,25,Reduce Power,Normal Operation
23,24,25012,42027,Core 0-3,0.5547003544613115,0,0.7459248981575233,Core 0-3,22,Reduce Power,Normal Operation
23,6,79531,3204,Core 0-3,0.4440624636124058,0,0.6171950645493726,Core 0-3,22,Reduce Power,Normal Operation
12,29,64054,27527,Core 4-7,0.4638821578367497,0,0.6130528474761213,Core 0-3,11,Reduce Power,Normal Operation
7,26,2564,6225,Core 0-3,0.5115401763952999,0,0.7065540399618923,Core 0-3,6,Reduce Power,Normal Operation
15,7,96114,25723,Core 0-3,0.3081591034020928,0,0.6303975997624485,Core 0-3,14,Reduce Power,Normal Operation
24,25,52067,27269,Core 4-7,0.7054355743061235,0,0.7441565180849352,Core 0-3,23,Reduce Power,Normal Operation
17,7,30511,27884,Core 4-7,0.6331604270905039,0,0.7692131875968805,Core 0-3,16,Reduce Power,Normal Operation
4,19,71652,32645,Core 0-3,0.3024360846570245,0,0.636329343235634,Core 0-3,3,Reduce Power,Normal Operation
29,6,74011,33392,Core 0-3,0.7822931189013533,0,0.5807309103309127,Core 0-3,28,Reduce Power,Normal Operation
22,11,11460,42997,Core 0-3,0.6521997223043214,0,0.7260756044169113,Core 0-3,21,Reduce Power,Normal Operation
25,29,94028,30527,Core 0-3,0.5203879301567422,0,0.7522454647358472,Core 0-3,24,Reduce Power,Normal Operation
13,11,59420,13267,Core 0-3,0.2157537073603339,1,0.6743396186470062,Core 0-3,12,Reduce Power,Normal Operation
18,7,21887,21981,Core 0-3,0.3709349997312993,0,0.6172163490842856,Core 0-3,17,Reduce Power,Normal Operation
1,2,15824,38075,Core 0-3,0.1225474593700814,0,0.6737496121257442,Core 0-3,0,Reduce Power,Normal Operation
16,19,64460,18854,Core 0-3,0.5359812866659432,0,0.7574589529600979,Core 0-3,15,Reduce Power,Normal Operation
13,4,72279,49277,Core 0-3,0.669355799505134,0,0.7553226335182184,Core 0-3,12,Reduce Power,Normal Operation
10,26,33128,19646,Core 4-7,0.3553185582374298,0,0.6238461026121145,Core 0-3,9,Reduce Power,Normal Operation
12,6,75596,22401,Core 4-7,0.5011766823894843,0,0.6929894228575965,Core 0-3,11,Reduce Power,Normal Operation
2,17,47952,3601,Core 0-3,0.6985121487984345,0,0.7545072909523214,Core 0-3,1,Reduce Power,Normal Operation
23,25,41598,29227,Core 4-7,0.3752793879654213,0,0.6181892669710765,Core 0-3,22,Reduce Power,Normal Operation
3,5,70959,34922,Core 4-7,0.6115165008701907,0,0.8159990941542078,Core 0-3,2,Reduce Power,Normal Operation
10,29,39735,17015,Core 0-3,0.9209092033693664,0,0.6027534074815426,Core 0-3,9,Reduce Power,Normal Operation
2,28,87361,25306,Core 4-7,0.647234883250805,0,0.731413901298358,Core 0-3,1,Reduce Power,Normal Operation
27,7,28449,33662,Core 4-7,0.2937745842346852,0,0.6336954572625931,Core 0-3,26,Reduce Power,Normal Operation
23,9,23321,40587,Core 4-7,0.4949747155963859,0,0.6863316506455185,Core 0-3,22,Reduce Power,Normal Operation
13,25,72112,4073,Core 4-7,0.6447928933150695,0,0.7480603878084005,Core 0-3,12,Reduce Power,Normal Operation
13,1,22532,42441,Core 4-7,0.5999652946461056,0,0.7780363590256563,Core 0-3,12,Reduce Power,Normal Operation
18,1,74037,40374,Core 0-3,0.2854605686157641,0,0.6426069195318572,Core 0-3,17,Reduce Power,Normal Operation
3,19,15803,26008,Core 0-3,0.5876902783339386,0,0.7886885035075929,Core 0-3,2,Reduce Power,Normal Operation
27,6,82493,26485,Core 4-7,0.4575399798859438,0,0.6158280912708828,Core 0-3,26,Reduce Power,Normal Operation
7,18,12803,44415,Core 4-7,0.4089472388529015,0,0.6145164449272034,Core 0-3,6,Reduce Power,Normal Operation
14,10,51201,5560,Core 4-7,0.6106366773414477,0,0.8175309940336816,Core 0-3,13,Reduce Power,Normal Operation
20,28,51011,49594,Core 0-3,0.8527461880324054,0,0.5798966910215634,Core 0-3,19,Reduce Power,Normal Operation
29,11,81164,46110,Core 4-7,0.3508280048633221,0,0.6282193309766309,Core 0-3,28,Reduce Power,Normal Operation
17,1,18780,11433,Core 0-3,0.5905328368719527,0,0.7920410406292,Core 0-3,16,Reduce Power,Normal Operation
29,1,39927,7132,Core 4-7,0.4838865209246603,0,0.6374229321679956,Core 0-3,28,Reduce Power,Normal Operation
21,13,97680,40023,Core 4-7,0.6219846666484428,0,0.7893298417907383,Core 0-3,20,Reduce Power,Normal Operation
12,5,7467,44398,Core 0-3,0.5214162319216366,0,0.7536314218556632,Core 0-3,11,Reduce Power,Normal Operation
25,20,7161,23473,Core 0-3,0.3845118265109732,0,0.6042207692738254,Core 0-3,24,Reduce Power,Normal Operation
16,1,78452,6089,Core 0-3,0.3767418264822725,0,0.6183641869236105,Core 0-3,15,Reduce Power,Normal Operation
24,20,66546,12112,Core 4-7,0.5922768882170706,0,0.7912305760408853,Core 0-3,23,Reduce Power,Normal Operation
12,3,35700,48111,Core 4-7,0.526050956628912,0,0.7761352565347301,Core 0-3,11,Reduce Power,Normal Operation
15,18,67942,19388,Core 0-3,0.6242156486970728,0,0.781114962728261,Core 0-3,14,Reduce Power,Normal Operation
25,9,62171,19917,Core 4-7,0.180777816405078,0,0.6718796872012893,Core 0-3,24,Reduce Power,Normal Operation
10,14,91570,12515,Core 0-3,0.7185722615454918,0,0.73649983920813,Core 0-3,9,Reduce Power,Normal Operation
25,27,58668,45940,Core 0-3,0.783113593403348,1,0.5811665766007376,Core 0-3,24,Reduce Power,Normal Operation
7,17,48822,36244,Core 4-7,0.5303832009058371,0,0.7667096790832402,Core 0-3,6,Reduce Power,Normal Operation
20,23,82484,18355,Core 4-7,0.632107219219212,1,0.7704443709393308,Core 0-3,19,Reduce Power,Normal Operation
5,14,38196,12391,Core 4-7,0.6952391311691526,0,0.7498115781758818,Core 0-3,4,Reduce Power,Normal Operation
1,29,70746,28262,Core 4-7,0.4638657277494564,0,0.6130528474761213,Core 0-3,0,Reduce Power,Normal Operation
17,4,39392,7095,Core 4-7,0.5464004240643403,0,0.7453867931776409,Core 0-3,16,Reduce Power,Normal Operation
3,5,16083,46672,Core 4-7,0.5970728651723334,0,0.7712080403768933,Core 0-3,2,Reduce Power,Normal Operation
13,26,83220,29057,Core 4-7,0.3953360811895036,0,0.5999652778416895,Core 0-3,12,Reduce Power,Normal Operation
14,21,55715,46093,Core 0-3,0.5274715079851616,0,0.7761352565347301,Core 0-3,13,Reduce Power,Normal Operation
24,17,25353,22436,Core 0-3,0.0961030290212046,0,0.6720172483895774,Core 0-3,23,Reduce Power,Normal Operation
18,22,6609,18781,Core 4-7,0.3750245520994333,0,0.6181892669710765,Core 0-3,17,Reduce Power,Normal Operation
4,29,60257,2692,Core 0-3,0.7929635845090794,0,0.5834124333821086,Core 0-3,3,Reduce Power,Normal Operation
18,25,7159,45532,Core 0-3,0.5772737997315578,0,0.7760572820258937,Core 0-3,17,Reduce Power,Normal Operation
5,2,1738,34359,Core 0-3,0.3407488578706004,0,0.6465889799056458,Core 0-3,4,Reduce Power,Normal Operation
25,23,15564,43361,Core 0-3,0.2532400760235944,0,0.6638838565078928,Core 0-3,24,Reduce Power,Normal Operation
16,22,31615,35446,Core 4-7,1.0,0,0.5645031472978264,Core 0-3,15,Reduce Power,Normal Operation
1,5,32452,46860,Core 0-3,0.3596776173247091,0,0.6167625778791482,Core 0-3,0,Reduce Power,Normal Operation
21,4,6120,32809,Core 0-3,0.4004811087408633,0,0.6134197545128243,Core 0-3,20,Reduce Power,Normal Operation
14,4,44758,41972,Core 4-7,0.61983855509174,0,0.79094814600015,Core 0-3,13,Reduce Power,Normal Operation
15,6,4970,35955,Core 0-3,0.3338239377895544,0,0.6434619528416853,Core 0-3,14,Reduce Power,Normal Operation
9,20,22503,29172,Core 0-3,0.575257568989186,0,0.7735541726341486,Core 0-3,8,Reduce Power,Normal Operation
15,21,28071,4256,Core 4-7,0.5056612968946241,0,0.6903450087021302,Core 0-3,14,Reduce Power,Normal Operation
17,13,25168,39329,Core 0-3,0.2654454469327822,0,0.6520165376497269,Core 0-3,16,Reduce Power,Normal Operation
25,22,77759,41891,Core 4-7,0.5100120904888799,0,0.6958963973418997,Core 0-3,24,Reduce Power,Normal Operation
24,5,97076,23418,Core 4-7,0.5652457421009687,0,0.7840007112142564,Core 0-3,23,Reduce Power,Normal Operation
4,23,32546,4994,Core 4-7,0.2885673360801607,0,0.6426069195318572,Core 0-3,3,Reduce Power,Normal Operation
12,25,71477,34547,Core 0-3,0.6041925206256115,0,0.8015836283812123,Core 0-3,11,Reduce Power,Normal Operation
27,26,77755,7038,Core 0-3,0.6394031679749238,0,0.7695500364494618,Core 0-3,26,Reduce Power,Normal Operation
26,23,5897,2721,Core 4-7,0.2954731480736993,0,0.6353984594002896,Core 0-3,25,Reduce Power,Normal Operation
5,7,83981,5664,Core 4-7,0.597074574948258,0,0.7712080403768933,Core 0-3,4,Reduce Power,Normal Operation
29,20,22733,34122,Core 4-7,0.5459760526318362,0,0.7441893808943105,Core 0-3,28,Reduce Power,Normal Operation
5,1,83836,36480,Core 0-3,0.4312678621122924,0,0.6218624847588291,Core 0-3,4,Reduce Power,Normal Operation
11,14,60808,19652,Core 0-3,0.4481613570877356,0,0.6218072225455368,Core 0-3,10,Reduce Power,Normal Operation
28,24,70226,14885,Core 4-7,0.5789107556584698,0,0.7760091303372434,Core 0-3,27,Reduce Power,Normal Operation
6,4,63719,24112,Core 0-3,0.38188297822237,0,0.6042962851171109,Core 0-3,5,Reduce Power,Normal Operation
7,17,1630,13030,Core 0-3,0.6156629143216408,0,0.789593840692306,Core 0-3,6,Reduce Power,Normal Operation
24,21,14571,3840,Core 4-7,0.3395983989440949,0,0.6465889799056458,Core 0-3,23,Reduce Power,Normal Operation
14,14,86017,23624,Core 0-3,0.3542019084055385,0,0.6241340964485307,Core 0-3,13,Reduce Power,Normal Operation
24,16,2618,43079,Core 0-3,0.242865029440192,0,0.6638838565078928,Core 0-3,23,Reduce Power,Normal Operation
11,14,1163,33543,Core 4-7,0.1560210466407148,0,0.6769674572784564,Core 0-3,10,Reduce Power,Normal Operation
13,16,62908,12795,Core 0-3,0.5302274763327272,0,0.7667096790832402,Core 0-3,12,Reduce Power,Normal Operation
2,24,52286,20747,Core 0-3,0.1088802890534856,0,0.6721699350298332,Core 0-3,1,Reduce Power,Normal Operation
25,20,81771,1214,Core 0-3,0.5654162255675862,0,0.7840007112142564,Core 0-3,24,Reduce Power,Normal Operation
7,29,19658,39322,Core 4-7,0.48303253612415,0,0.6374229321679956,Core 0-3,6,Reduce Power,Normal Operation
20,28,31587,1309,Core 0-3,0.8772257341304118,0,0.5848033334372484,Core 0-3,19,Reduce Power,Normal Operation
4,8,88614,30644,Core 0-3,0.6214700406145144,0,0.7893298417907383,Core 0-3,3,Reduce Power,Normal Operation
27,24,53621,46483,Core 0-3,0.6020680833425149,1,0.7909193428607625,Core 0-3,26,Reduce Power,Normal Operation
8,3,20374,20862,Core 0-3,0.3654128939144088,0,0.6146196868263674,Core 0-3,7,Reduce Power,Normal Operation
20,25,83943,42321,Core 0-3,0.3871373890119541,0,0.6042207692738254,Core 0-3,19,Reduce Power,Normal Operation
29,19,41321,536,Core 4-7,0.4158617722999561,1,0.6183658175644734,Core 0-3,28,Reduce Power,Normal Operation
22,1,61082,32902,Core 0-3,0.4929194156338458,0,0.6651714036044686,Core 0-3,21,Reduce Power,Normal Operation
21,2,23287,24998,Core 4-7,0.383185715164124,0,0.6042962851171109,Core 0-3,20,Reduce Power,Normal Operation
19,15,65203,28887,Core 0-3,0.6141094888235243,0,0.7993398032018969,Core 0-3,18,Reduce Power,Normal Operation
13,22,22205,10773,Core 4-7,0.4221203021554806,1,0.6172642413863865,Core 0-3,12,Reduce Power,Normal Operation
14,28,69881,25530,Core 4-7,0.7230628271322108,0,0.7142402576016024,Core 0-3,13,Reduce Power,Normal Operation
10,10,45153,45767,Core 0-3,0.3356432205947539,0,0.6434619528416853,Core 0-3,9,Reduce Power,Normal Operation
11,18,82518,11903,Core 4-7,0.6492320598645541,0,0.7178797213858716,Core 0-3,10,Reduce Power,Normal Operation
2,22,92126,15537,Core 0-3,0.8860808605747761,0,0.5911426417164481,Core 0-3,1,Reduce Power,Normal Operation
25,14,86717,19539,Core 4-7,0.8536287236882261,0,0.5798966910215634,Core 0-3,24,Reduce Power,Normal Operation
26,17,32752,14517,Core 0-3,0.3280991970951971,0,0.642979406017263,Core 0-3,25,Reduce Power,Normal Operation
9,27,73832,17865,Core 0-3,0.7304893751563675,0,0.7085242555298032,Core 0-3,8,Reduce Power,Normal Operation
17,13,73299,47964,Core 0-3,0.0556912472285943,0,0.6727036589034711,Core 0-3,16,Reduce Power,Normal Operation
26,1,62685,39715,Core 0-3,0.1887598954169833,0,0.6718796872012893,Core 0-3,25,Reduce Power,Normal Operation
3,5,78813,13083,Core 4-7,0.6201398198963397,0,0.79094814600015,Core 0-3,2,Reduce Power,Normal Operation
24,26,42038,33419,Core 0-3,0.587502227334521,0,0.7886885035075929,Core 0-3,23,Reduce Power,Normal Operation
6,13,20843,47525,Core 0-3,0.620377833400377,0,0.79094814600015,Core 0-3,5,Reduce Power,Normal Operation
5,27,80898,44754,Core 0-3,0.4027224657893402,0,0.6134197545128243,Core 0-3,4,Reduce Power,Normal Operation
5,25,41732,46775,Core 4-7,0.2768392079873919,0,0.6459319421169694,Core 0-3,4,Reduce Power,Normal Operation
22,14,53606,10014,Core 0-3,0.1384458376918406,0,0.6697046542969274,Core 0-3,21,Reduce Power,Normal Operation
15,24,81727,38916,Core 4-7,0.3276933246340753,0,0.642979406017263,Core 0-3,14,Reduce Power,Normal Operation
23,3,53579,2011,Core 4-7,0.6300532473918156,0,0.7702781240704255,Core 0-3,22,Reduce Power,Normal Operation
17,15,25528,19142,Core 0-3,0.6720669151417704,0,0.7512610420907895,Core 0-3,16,Reduce Power,Normal Operation
9,19,42635,17115,Core 4-7,0.5593042210271556,0,0.7762582263018422,Core 0-3,8,Reduce Power,Normal Operation
3,17,31566,32089,Core 0-3,0.5392043114462708,0,0.7671894238066966,Core 0-3,2,Reduce Power,Normal Operation
20,3,99217,24725,Core 4-7,0.838628560539473,0,0.6010336085976361,Core 0-3,19,Reduce Power,Normal Operation
26,16,83970,21346,Core 0-3,0.7813211819765948,0,0.5881703054770587,Core 0-3,25,Reduce Power,Normal Operation
17,14,21410,29652,Core 0-3,0.6887814274039239,1,0.7570990390071348,Core 0-3,16,Reduce Power,Normal Operation
29,12,7641,41017,Core 0-3,0.7311782821263122,0,0.7065360983733643,Core 0-3,28,Reduce Power,Normal Operation
27,28,46450,1071,Core 4-7,0.5698940551129816,0,0.7810243394985403,Core 0-3,26,Reduce Power,Normal Operation
10,12,56223,26688,Core 4-7,0.595662113701622,0,0.785740157181968,Core 0-3,9,Reduce Power,Normal Operation
3,29,16725,45500,Core 4-7,0.3454027194497808,0,0.6424702371097362,Core 0-3,2,Reduce Power,Normal Operation
18,11,87623,43030,Core 4-7,0.5759188495230388,0,0.7735541726341486,Core 0-3,17,Reduce Power,Normal Operation
18,17,33459,13717,Core 0-3,0.3708382052227661,0,0.6172163490842856,Core 0-3,17,Reduce Power,Normal Operation
17,8,49692,42499,Core 0-3,0.7481053992463753,0,0.6735505411325546,Core 0-3,16,Reduce Power,Normal Operation
24,17,80211,7109,Core 4-7,0.6249957398356045,0,0.7807191139023492,Core 0-3,23,Reduce Power,Normal Operation
3,21,10551,47897,Core 4-7,0.4144019103149026,0,0.6183339199829784,Core 0-3,2,Reduce Power,Normal Operation
3,25,71928,45541,Core 4-7,0.6404058041374422,1,0.7687965382468198,Core 0-3,2,Reduce Power,Normal Operation
6,23,3949,49822,Core 4-7,0.724374954280549,0,0.7259257242308215,Core 0-3,5,Reduce Power,Normal Operation
13,20,41595,5651,Core 0-3,0.3257023863646724,0,0.6383568817162893,Core 0-3,12,Reduce Power,Normal Operation
24,11,78429,6906,Core 0-3,0.4485872194747734,0,0.6218072225455368,Core 0-3,23,Reduce Power,Normal Operation
29,25,29690,47562,Core 0-3,0.3056047524229799,0,0.636329343235634,Core 0-3,28,Reduce Power,Normal Operation
15,25,97569,15393,Core 4-7,0.4920615896100429,0,0.6454655240466093,Core 0-3,14,Reduce Power,Normal Operation
25,2,26641,33456,Core 4-7,0.7669444440810352,0,0.6259428476542296,Core 0-3,24,Reduce Power,Normal Operation
9,10,24408,46341,Core 4-7,0.5001227044111577,0,0.6950031708453941,Core 0-3,8,Reduce Power,Normal Operation
4,10,32822,7645,Core 4-7,0.6161368987412619,0,0.7866208781072583,Core 0-3,3,Reduce Power,Normal Operation
14,11,51210,39195,Core 0-3,0.3908643292498862,0,0.5965728434936466,Core 0-3,13,Reduce Power,Normal Operation
5,28,14512,33867,Core 0-3,0.6700030238726957,0,0.7556324117960197,Core 0-3,4,Reduce Power,Normal Operation
2,6,35389,13633,Core 4-7,0.4873495239772963,0,0.6571805222651145,Core 0-3,1,Reduce Power,Normal Operation
11,4,17912,12709,Core 0-3,0.6525470624881139,0,0.7264184725013237,Core 0-3,10,Reduce Power,Normal Operation
9,24,96650,44792,Core 0-3,0.6735607740918123,0,0.7584674215289853,Core 0-3,8,Reduce Power,Normal Operation
24,12,25157,47585,Core 0-3,0.2890828355492414,0,0.6426069195318572,Core 0-3,23,Reduce Power,Normal Operation
3,11,6156,27465,Core 0-3,0.3632909713033361,0,0.6167625778791482,Core 0-3,2,Reduce Power,Normal Operation
27,23,9467,9645,Core 4-7,0.4176087160504156,0,0.6183658175644734,Core 0-3,26,Reduce Power,Normal Operation
28,23,85458,47625,Core 0-3,0.8550583316773044,0,0.5723677664030498,Core 0-3,27,Reduce Power,Normal Operation
29,27,16264,43085,Core 0-3,0.7715338962052367,0,0.6013412177842997,Core 0-3,28,Reduce Power,Normal Operation
9,26,16373,35138,Core 0-3,0.52003249690951,0,0.7522454647358472,Core 0-3,8,Reduce Power,Normal Operation
3,25,94985,21145,Core 0-3,1.0,0,0.5645031472978264,Core 0-3,2,Reduce Power,Normal Operation
25,13,51530,18908,Core 4-7,0.2378081296575674,0,0.6638501041453998,Core 0-3,24,Reduce Power,Normal Operation
2,5,68307,13021,Core 0-3,0.4528563670013302,0,0.6219647075154797,Core 0-3,1,Reduce Power,Normal Operation
12,6,2107,22378,Core 0-3,0.7350311107549746,0,0.7166116641534644,Core 0-3,11,Reduce Power,Normal Operation
10,1,20023,38721,Core 4-7,0.5088356217238905,0,0.6958963973418997,Core 0-3,9,Reduce Power,Normal Operation
9,6,48947,35095,Core 4-7,0.330301813032977,0,0.642979406017263,Core 0-3,8,Reduce Power,Normal Operation
15,18,50257,21586,Core 4-7,0.5795524378606222,0,0.7622148044351376,Core 0-3,14,Reduce Power,Normal Operation
8,22,94026,17423,Core 4-7,1.0,0,0.5645031472978264,Core 0-3,7,Reduce Power,Normal Operation
25,9,69701,16725,Core 4-7,0.3328499933463232,0,0.6434619528416853,Core 0-3,24,Reduce Power,Normal Operation
5,24,82344,7702,Core 4-7,0.3536352835707889,0,0.6241340964485307,Core 0-3,4,Reduce Power,Normal Operation
11,25,71888,30639,Core 0-3,0.2848750533424435,0,0.6426069195318572,Core 0-3,10,Reduce Power,Normal Operation
27,29,5962,32474,Core 0-3,0.4160543259025969,0,0.6183658175644734,Core 0-3,26,Reduce Power,Normal Operation
2,15,32295,27441,Core 4-7,0.7165533424828222,0,0.7362249064644542,Core 0-3,1,Reduce Power,Normal Operation
24,26,70306,37706,Core 0-3,0.8135209385562989,0,0.6328841537053487,Core 0-3,23,Reduce Power,Normal Operation
28,8,48965,20385,Core 0-3,0.2469071199717661,1,0.6638838565078928,Core 0-3,27,Reduce Power,Normal Operation
15,19,61609,45407,Core 0-3,0.6217590205030132,0,0.7893298417907383,Core 0-3,14,Reduce Power,Normal Operation
6,24,90527,11718,Core 0-3,0.6547374998165474,1,0.7396022280420363,Core 0-3,5,Reduce Power,Normal Operation
8,16,51028,46192,Core 0-3,0.3635254140540643,0,0.6146196868263674,Core 0-3,7,Reduce Power,Normal Operation
27,6,36730,29250,Core 4-7,0.648377997392707,0,0.7245252505515105,Core 0-3,26,Reduce Power,Normal Operation
5,29,48742,32112,Core 0-3,0.5751863517073207,0,0.7735541726341486,Core 0-3,4,Reduce Power,Normal Operation
16,6,66383,7216,Core 0-3,0.7183990046615698,1,0.73649983920813,Core 0-3,15,Reduce Power,Normal Operation
26,22,98866,16588,Core 4-7,0.0547175042889575,0,0.6727036589034711,Core 0-3,25,Reduce Power,Normal Operation
18,3,2283,31501,Core 0-3,0.5582343119232002,0,0.7728165640761678,Core 0-3,17,Reduce Power,Normal Operation
6,10,28890,40086,Core 0-3,0.6628493206813433,1,0.7441488876816965,Core 0-3,5,Reduce Power,Normal Operation
5,1,8917,23084,Core 0-3,0.7093697574678492,0,0.727426858356716,Core 0-3,4,Reduce Power,Normal Operation
28,28,72602,4786,Core 0-3,0.6612605232130051,0,0.7332129015197377,Core 0-3,27,Reduce Power,Normal Operation
16,14,17926,5239,Core 0-3,0.2586339760886582,0,0.6519761439392927,Core 0-3,15,Reduce Power,Normal Operation
13,4,31250,30658,Core 0-3,0.7854088600008384,0,0.5892354274892798,Core 0-3,12,Reduce Power,Normal Operation
28,26,58688,35357,Core 4-7,0.649116640445556,0,0.7178797213858716,Core 0-3,27,Reduce Power,Normal Operation
5,12,11372,6105,Core 0-3,0.5037726335583409,1,0.6942375713191568,Core 0-3,4,Reduce Power,Normal Operation
13,6,94731,40090,Core 4-7,0.5071962981126179,0,0.6935562065277128,Core 0-3,12,Reduce Power,Normal Operation
17,11,48586,3821,Core 4-7,0.8527469246207511,0,0.5798966910215634,Core 0-3,16,Reduce Power,Normal Operation
18,12,67270,45041,Core 0-3,0.6424636801210446,0,0.7648493296694449,Core 0-3,17,Reduce Power,Normal Operation
8,10,94868,34484,Core 0-3,0.5311284092787653,0,0.7667096790832402,Core 0-3,7,Reduce Power,Normal Operation
13,18,84014,38153,Core 0-3,0.3300400056746555,0,0.642979406017263,Core 0-3,12,Reduce Power,Normal Operation
29,7,88677,12670,Core 4-7,0.4546592064110259,0,0.6188274679853941,Core 0-3,28,Reduce Power,Normal Operation
19,7,93163,9433,Core 4-7,0.3294984269534753,1,0.642979406017263,Core 0-3,18,Reduce Power,Normal Operation
26,11,35220,23192,Core 4-7,0.1497998234229135,0,0.6743669912103033,Core 0-3,25,Reduce Power,Normal Operation
3,4,18579,31974,Core 0-3,0.5447594503511983,0,0.7538732271528618,Core 0-3,2,Reduce Power,Normal Operation
24,20,17838,10406,Core 4-7,0.1492520276724331,0,0.6743669912103033,Core 0-3,23,Reduce Power,Normal Operation
8,1,3791,45504,Core 0-3,0.3741997795395835,0,0.6199947620467698,Core 0-3,7,Reduce Power,Normal Operation
2,13,74584,24314,Core 0-3,0.4381359390206944,0,0.6191280087706929,Core 0-3,1,Reduce Power,Normal Operation
8,18,99772,36065,Core 4-7,0.2080639440161095,0,0.6743396186470062,Core 0-3,7,Reduce Power,Normal Operation
27,9,49893,1318,Core 4-7,0.703744814285115,0,0.7431168748782282,Core 0-3,26,Reduce Power,Normal Operation
13,26,94058,8934,Core 0-3,0.4771578607538855,0,0.6198954874831744,Core 0-3,12,Reduce Power,Normal Operation
13,24,70270,31071,Core 4-7,0.0405835995245784,0,0.6727036589034711,Core 0-3,12,Reduce Power,Normal Operation
1,24,27220,41194,Core 4-7,0.6679698892393939,0,0.7500519886567928,Core 0-3,0,Reduce Power,Normal Operation
6,9,13868,29390,Core 0-3,0.8538655578247252,0,0.5759861025315385,Core 0-3,5,Reduce Power,Normal Operation
24,23,54813,45985,Core 4-7,0.5360037348478105,0,0.7574589529600979,Core 0-3,23,Reduce Power,Normal Operation
19,29,48469,12569,Core 4-7,0.6238878244080533,0,0.787827248508354,Core 0-3,18,Reduce Power,Normal Operation
16,9,49338,33280,Core 0-3,0.564730132326157,0,0.7867983916718532,Core 0-3,15,Reduce Power,Normal Operation
8,10,9234,39162,Core 0-3,0.6141566309571966,0,0.7993398032018969,Core 0-3,7,Reduce Power,Normal Operation
28,28,99829,23934,Core 4-7,0.3921059554069939,0,0.5965728434936466,Core 0-3,27,Reduce Power,Normal Operation
1,2,12697,7892,Core 4-7,0.3507424103764324,0,0.6282193309766309,Core 0-3,0,Reduce Power,Normal Operation
27,6,69395,16602,Core 4-7,0.2893132346082899,0,0.6426069195318572,Core 0-3,26,Reduce Power,Normal Operation
27,15,57331,33957,Core 0-3,0.5240480346879589,0,0.7776401230398213,Core 0-3,26,Reduce Power,Normal Operation
16,3,58573,22762,Core 4-7,0.629055722533974,0,0.7701717347804501,Core 0-3,15,Reduce Power,Normal Operation
9,11,73425,12432,Core 0-3,0.6264825330525765,0,0.7759484310235968,Core 0-3,8,Reduce Power,Normal Operation
13,6,80988,12266,Core 0-3,0.4161155448766329,0,0.6183658175644734,Core 0-3,12,Reduce Power,Normal Operation
11,3,95111,23211,Core 0-3,0.4611856214182345,0,0.6129272643916202,Core 0-3,10,Reduce Power,Normal Operation
13,24,84975,13792,Core 0-3,0.4603763527781383,0,0.6129272643916202,Core 0-3,12,Reduce Power,Normal Operation
25,11,50802,21187,Core 4-7,0.3992272217407259,0,0.6134197545128243,Core 0-3,24,Reduce Power,Normal Operation
21,15,16124,48131,Core 4-7,0.1145137490452368,0,0.6721699350298332,Core 0-3,20,Reduce Power,Normal Operation
10,13,67771,26399,Core 4-7,0.4610554078401963,0,0.6129272643916202,Core 0-3,9,Reduce Power,Normal Operation
4,20,24815,7908,Core 4-7,0.440245499499129,0,0.6190810233972499,Core 0-3,3,Reduce Power,Normal Operation
27,28,17922,11194,Core 4-7,0.4905046017214847,0,0.6485013049943885,Core 0-3,26,Reduce Power,Normal Operation
6,10,39637,41410,Core 0-3,0.3934689453451511,0,0.5999652778416895,Core 0-3,5,Reduce Power,Normal Operation
28,6,73163,35033,Core 0-3,0.558106418967963,0,0.772643282943611,Core 0-3,27,Reduce Power,Normal Operation
7,15,48732,15737,Core 4-7,1.0,0,0.5645031472978264,Core 0-3,6,Reduce Power,Normal Operation
5,25,78642,6278,Core 4-7,0.6566144303661345,0,0.737330068059146,Core 0-3,4,Reduce Power,Normal Operation
11,18,33243,35559,Core 4-7,0.4050149310551588,0,0.6149743371046159,Core 0-3,10,Reduce Power,Normal Operation
13,18,16136,27061,Core 4-7,0.4555465582150426,0,0.6110835324875876,Core 0-3,12,Reduce Power,Normal Operation
26,7,91384,5366,Core 0-3,0.4772530391524966,0,0.6198954874831744,Core 0-3,25,Reduce Power,Normal Operation
25,15,10608,8929,Core 4-7,0.5231613934003432,0,0.7570362538222681,Core 0-3,24,Reduce Power,Normal Operation
19,18,74134,43852,Core 0-3,0.4989891138763784,0,0.6966629566412879,Core 0-3,18,Reduce Power,Normal Operation
